Ensembl_ID	PD1-001	PD1-003	PD1-004	PD1-005	PD1-011	PD1-017	PD1-019	PD1-020	PD1-027
ENSG00000019186	0	3	6	5	7	9	44	19	20
ENSG00000019485	225	232	279	165	512	963	489	369	557
ENSG00000019505	3	15	8	3	0	4	201.65	7	58
ENSG00000019549	65	1131	479	180	1500	853	116	772	285
ENSG00000019582	6430	14482	51825	41072	46075	42020	500	14902	4673
ENSG00000019991	9	360	248	155	1125	153	172	231	29
ENSG00000019995	1014.57	3580.16	2026.13	1315.21	4234.57	3287.59	182.93	2515.44	3080.6
ENSG00000020129	2698	6702	845	480	1433	1558	505	1483	1348
ENSG00000020181	2210.29	937.85	1331.64	649.91	3389.16	965.05	473.92	1798.86	1332.64
ENSG00000020219	16.83	6.8	1	19.77	20.76	37	366.21	11	28
ENSG00000020256	1965	5068	3086	1779	4335	3719	727	2539	2788
ENSG00000020426	137	2433	589	380	1034.67	703.94	61	554	531
ENSG00000020577	118	1650	703	307	2383	938	389	614	474
ENSG00000020633	178	173	1651	895	1452	1423	213	671	229
ENSG00000020922	176	1723	1491	604	2689	2007	62.55	1448	1270
ENSG00000021300	92	24	18	40	43	13	108	64	9
ENSG00000021355	285	1204	1209	1094	1588	841	100	1526	156
ENSG00000021461	1	5	8	1	16	24	96	1	5
ENSG00000021488	34	17	5	15	28	59	143	139	127
ENSG00000021574	404	814	1302	443	1818	1328	146	1227	835
ENSG00000021645	99	621	431	403	1200	205	898	465	603
ENSG00000021762	1961	330	466	353	2164	1105	254	2826	1839
ENSG00000021776	958	5191	4468	2084	8128	5102	289	5521	3645
ENSG00000021826	25	170	79	67	448	9110	140	65	102
ENSG00000021852	1	8	0	0	0	767	121	0	0
ENSG00000022267	88	712	895	254	4047.99	229	187.15	487	288
ENSG00000022277	832	3967	1044	678	1680.64	1095	72	1646.07	1510
ENSG00000022355	0	725	3	0	3	2	101	0	1
ENSG00000022556	20	95.64	308.81	1218.52	28	237.45	503.85	29	8
ENSG00000022567	1507	5287	1246	524	1454	2666	636	991	2403
ENSG00000022840	2640	5815	4074	2808	7913	7469	336	7954	6423
ENSG00000022976	490.06	1861.99	1338.25	1076.03	2614.55	2739.23	597.89	1457.79	1964.83
ENSG00000023041	186	1622	1306.06	777.12	2379.28	1727	85	2118.5	1418.18
ENSG00000023171	195	1595	231	1310	223	185	146	190	43
ENSG00000023191	1906	2068	1570	1013	2538	3192	382	2502	2523
ENSG00000023228	1004.31	3474.46	3038.62	1522.17	5226.32	2130.46	69.17	4810.62	2873.7
ENSG00000023287	255	4224	1851	737	3901	2039	107	2944	1577
ENSG00000023318	134	1520	1492	555	2503	1456	25	1620	639
ENSG00000023330	920	1410	1810	1039	2676	2016	153	1742	2649
ENSG00000023445	19	579	7195	5075.62	19135.31	9925	104	433	94
ENSG00000023516	404	2393	5391	1855	9957	2712	349	9108	2830
ENSG00000023572	27	153	116	27	206	136	84	186	56
ENSG00000023608	89.8	630.28	140.37	113.42	334.65	198.07	32.68	245.95	147.31
ENSG00000023697	39	237	413	204	738	1094	23	555	2511
ENSG00000023734	704	2133	1342	1235	3357	2154	45	3541	1144
ENSG00000023839	68	76	119	45	288	988	200	209	118
ENSG00000023892	281	398	1360	495	2470	1265	212	1408	1934
ENSG00000023902	380	755	1438	753	1631	1019	311	698	1650
ENSG00000023909	29	787	189	90	321	206	58	210	89
ENSG00000024048	1235	5916	5737	2454	8644	4474	209	7650	4208
ENSG00000024422	497	1725	936	756	4479	538	478	1292	1483
ENSG00000024526	27.21	1522.69	351.87	171.82	270.4	942.45	137	540.61	548.16
ENSG00000024862	62	183.91	275	120.77	412.72	180.69	75.94	301.43	164
ENSG00000025039	701	2853	261	287	633	199	164	720	296
ENSG00000025156	63	882	336	177.97	617.97	335	37	321	457
ENSG00000025293	1301	4445	1301	1099	3006	2437	186	2038	2554
ENSG00000025423	9.51	174	68.18	130.95	160.83	606.09	113.48	113.34	150.69
ENSG00000025434	534.52	1846.27	1509.21	649.93	1201.95	1412.87	377.3	853.69	401.93
ENSG00000025708	2552.25	3121.74	15184.41	5977.64	11068.36	20464.48	872.83	2290.99	1125
ENSG00000025770	1302	2836	1428	1338	2069	3964	313	1230	7870
ENSG00000025772	489	3581	403	301	648	492	60	1378	1147
ENSG00000025796	536	4541.63	2413.24	1083.21	4832.78	1471.12	122.96	3076.3	2014.4
ENSG00000025800	633	2027.33	1129.62	988.54	1546.76	1915.12	71.01	1525.55	1288.38
ENSG00000026025	7230.8	19163.32	19556.1	25542.72	70506.01	31636.97	700.15	20176.56	10226.71
ENSG00000026036	1446.36	3385.61	1661.94	1479.09	3452.51	2776.77	281.12	2010.67	5381.84
ENSG00000026103	354	268	3571	2114	3930	869	55	1080	99
ENSG00000026297	305	880	1228.82	546	1547.9	871.65	106	2364.22	497
ENSG00000026508	365	2757	5458	1240	12409.35	14538	352	5633	25010
ENSG00000026559	254	706	11	2.96	84	349	200	303	277
ENSG00000026652	85	169	126	87	256	80	88	59	110
ENSG00000026751	33	144	1474	240	753	296	126	109	4
ENSG00000026950	376.65	622.47	3233.7	1438.3	3741.38	1312.94	324.06	572.17	341.74
ENSG00000027001	129	316	379	380	792	437	120	476	457
ENSG00000027075	391.46	1417.05	1555.29	1585.74	3769.83	884.55	129.67	2489.87	4891.16
ENSG00000027644	711.92	1052	314	269	787.7	13	319	108	77
ENSG00000027697	42	1250	3771	677	4499	958	56	858	466
ENSG00000027847	295	924	539	344	904	870	324	879	1090
ENSG00000027869	58	679	309	149	309	322	122	172	39
ENSG00000028116	429.5	1589.92	2984.01	1247.85	2906.96	4609.51	101.5	1839.62	673.21
ENSG00000028137	154	444	1153	916	1233	1405	140	328	218
ENSG00000028203	794	3670	5446	3777	14606	8625	247	4662	5480
ENSG00000028277	30	35	279	101	491	130	127	94	170
ENSG00000028310	2587.91	2234.18	2059.77	1270.53	4110.07	3677.4	509.23	3013.83	3882.95
ENSG00000028528	1778	4764	3841	2565	7639	5266	363	4363	3232
ENSG00000028839	6	475	380	238	491.81	246	11	338	176
ENSG00000029153	55	927	2001	2049	3110.79	5148.98	74	604	327
ENSG00000029363	845.95	4379.76	4944.34	2431.98	9144.37	2953.5	188.62	5200.01	3622.75
ENSG00000029364	497	7822.03	4248.13	2960.06	7911.04	4789.14	558.38	7875.11	3090.17
ENSG00000029534	402.94	414.5	360.45	295.02	850.42	413.03	613.61	217.39	341.5
ENSG00000029559	4	134	38	30	533	18	149	166	67
ENSG00000029639	101	588	453	316	867	688	123	595	448
ENSG00000029725	235	1001.95	1459.16	712.86	3666.4	555.38	54.61	1497.67	1040.29
ENSG00000029993	575.62	639.79	224.98	136.95	517.32	944.89	47.59	850.95	827.95
ENSG00000030066	770	4354	4484	1915	6999	4178	250	3709	4778
ENSG00000030110	181.19	291.31	204.6	109.29	227.76	304.45	35.14	198.52	441.2
ENSG00000030304	9	27	58	29	117	27	287	18	11
ENSG00000030419	27	382	1166	326	2518	661	184	5226	9324
ENSG00000030582	3621	6867	4403	2921	4186	4448	295	5963	3746
ENSG00000031003	578.69	2300.8	2015.94	1156.51	4141.08	2781.06	256.16	2317.68	3070.53
ENSG00000031081	178	1618	3420	2580	6523	1194	521	1096	1530
ENSG00000031691	7	35	65	21	112	34	7	59	43
ENSG00000031698	2115	2948	2129	1640	4246	1837	414	3423	2873
ENSG00000031823	815	1248	904	699	1608	1313	97	1258	1819
ENSG00000032219	514	1772	2132	1386	4141	1751	214	2116	1233
ENSG00000032389	678	1154	557	504	1058	1548	132	1624	1326
ENSG00000032444	1899	4490	2205	1711.61	3042.8	5035	332	2949	3610
ENSG00000032742	31	350	309	137	803	329	52	291	292
ENSG00000033011	173.87	743.11	280.27	176.82	440.05	316.38	53.75	406.41	440.17
ENSG00000033030	932	2289	2364	2151	4302	4261	402	3222	2464
ENSG00000033050	1301	3220	2019	1307	3409.99	4341	450.53	2972	2343
ENSG00000033100	1626.72	3323	3644.88	2269	5991	4483	982.68	3272	3744.48
ENSG00000033122	1	77	26	199.83	126	7	505.48	84	3
ENSG00000033170	50	2136	1915	458	2592	1923	96	664	263
ENSG00000033178	369	2953	3344	1095	5091	3256	107	2532	1836
ENSG00000033327	937	493	1196	442	2043	558	223	4540	664
ENSG00000033627	98	2919	1291	1459	1792	1337	112	932	958
ENSG00000033800	303	1487	2172	2185	3751	3648	139	1535	1245
ENSG00000033867	408	1263	2434	3295	8315	1612	156	2379	2318
ENSG00000034053	138	1129	397	270	1463.92	272	410.54	3340	2580
ENSG00000034152	920	1647	616	316	1190	658	114	1428	1233
ENSG00000034239	3	65	3	3	10	12	38	3	12
ENSG00000034510	6116.77	6487	9996	12071	19023.57	11162	134.12	10563	8401
ENSG00000034533	64.08	859.55	652.42	289.37	1208.82	645.93	234.84	836.95	498.79
ENSG00000034677	315	4003	7188.25	2289.52	15099.36	6450.61	391.89	4668.33	3061.54
ENSG00000034693	29	575.92	168.91	68.98	443.99	149.97	16.8	239.92	169
ENSG00000034713	96	412	425	264	928	227	26	342	261
ENSG00000034971	4	10	7	6	28	2	436	29	1
ENSG00000035115	1769	2012	1141	881	3046	3381	142	4887	4172
ENSG00000035141	229.64	977.99	420	258.64	633.72	450.79	238.14	750.88	860.38
ENSG00000035403	6455	4017	7818	7414	20416	8976	345	11825	7272
ENSG00000035499	94	1016	289	173	344	933	140	216	539
ENSG00000035664	85	363	437	559	1233	507	312	740	1585
ENSG00000035681	256	3923	1665	511	3579	1948	149	1581	1209
ENSG00000035687	1110	1379	1940.01	1057.99	3599.74	1777.97	226	3183	1249
ENSG00000035720	11	10	150	23	423	53	17	18	0
ENSG00000035862	759.67	9351.91	1712.36	1300.82	5291.01	907.19	80.98	3311.82	1535.64
ENSG00000035928	614	1976	2589	1304	4567	2576	133	2255	2428
ENSG00000036054	69	1286	998	373	2350	885	58	1038	528
ENSG00000036257	471	4230.16	3206.27	1473.26	5868.28	2618.83	97.09	4999.88	2280.31
ENSG00000036448	75	241	11	57	157	37	239	1053	2075
ENSG00000036473	0	3	0	0	10	67	20	0	0
ENSG00000036530	8	41	17	8	44	5	110	12	8
ENSG00000036549	536	4303	3826	1905	7339	2679	318	6081	3098
ENSG00000036565	1	3	6	14	3	0	83	2	1
ENSG00000036672	190.6	546.8	17	26.54	137.45	16.72	196.36	997.41	82.61
ENSG00000036828	11	23	4	144	11	1541	460	4	1
ENSG00000037042	1251.48	4805.94	1110.41	2030.32	3038.07	3097.73	220.68	1749.33	1903.1
ENSG00000037241	228.64	745.21	333.76	241.16	776.7	540.4	120.8	1121.79	347.5
ENSG00000037280	177	988	303	208	1243	576	328	359	589
ENSG00000037474	1366	2705	4083	1670	5650	5024	324	4284	3199
ENSG00000037637	721	3281	1774	1067	3452	1483	403	4208	2451
ENSG00000037749	111	844	713	341	1776	863	178	938	558
ENSG00000037757	610	841	720	769	1779.05	1464.33	234.15	1514.14	1412.57
ENSG00000037897	230.44	416.29	329	341.5	632.81	849.45	136.24	624.32	624.07
ENSG00000037965	105	3	265	483	413	585	109	577	2763
ENSG00000038002	88	672	562	194	753	333	80	935	700
ENSG00000038210	388	194.87	287.72	82.24	412.03	290.81	220	308.16	971.09
ENSG00000038219	3000	6807	11368	6133	21593	10205	1421	12753	12492
ENSG00000038274	819	1774	3079	1565	4180	1760	349	2489	1456
ENSG00000038295	6	288	219	53	1512	27	142	165	8
ENSG00000038358	1398.69	3729.73	1885.1	1346.52	3544.03	3791.73	473.81	2094.05	6164.02
ENSG00000038382	2908	13900	7145	13888	29562	26977	1812	14534	84755
ENSG00000038427	2099	9503	40447	29862	185816	20883	2425	52964	5875
ENSG00000038532	966	2638	2229	4535	5219	8320	360	2850	2682
ENSG00000038945	328	1843	2495	1333	4340	2068	242	2351	575
ENSG00000039068	6371	9427	4104	3240	5347.24	7564	196	13580	5558
ENSG00000039123	849.66	3325.12	3692.93	1448.24	5969.46	2080.54	173.31	5140.71	1858.41
ENSG00000039139	98	966	544	208	708	387	1013	542	5061
ENSG00000039319	255	4327	3433	1647	8180	3953	594	3729	2422
ENSG00000039523	694.63	3932.86	2073.91	2681.71	7726.29	1770.95	618.62	2497.48	1909.14
ENSG00000039537	1	5	62	4	451	1049	141	11	0
ENSG00000039560	109	562	596	796	1368	6586	132	594	206
ENSG00000039600	11	68	34	48	77	14	639.65	35	23
ENSG00000039650	1781	1091	1428	1273	2244.08	3225	279.33	1667	3697
ENSG00000039987	12	7	2	15	6	19	187	18	32
ENSG00000040199	162.93	847.42	373.94	263.95	1136.11	769.98	338.31	287	1172.08
ENSG00000040275	70	1490	537	260	1061	824	150	545	570
ENSG00000040341	594	5419.77	1973	962	5111	2703.24	325.92	9972.95	2034.12
ENSG00000040487	75	224	72	105	128	100	32	158	174
ENSG00000040531	308	625	597.75	208	1320.51	616	161	911	929.4
ENSG00000040608	137	144	49	14	55	40	233	153	571
ENSG00000040633	732	687	794	609	1395	805	218	1231	627
ENSG00000040731	2	12	2	1	18	2	194	5	0
ENSG00000040933	417	2805	3195	2621	5084	3494	128	2751	1820
ENSG00000041353	321	12	832	22	797	112	24	162	18
ENSG00000041357	124	1083	1207	423	1258	914	50	1119	422
ENSG00000041515	16	399	106	311	262	29	456	35	9
ENSG00000041802	624	4855	1964	945	3003	4383	232	1741	2065
ENSG00000041880	560	312	551	289	1311	546	110	791	1084
ENSG00000041982	617	3435	9614	5858	28132	2797	1326	5847	3403
ENSG00000041988	173	476	342	297	676	500	264.34	405	545
ENSG00000042062	173	5528	1271	496	1948	239	287	335	177
ENSG00000042088	163	1447	649	335	1177	1229	138	913	1289
ENSG00000042286	387	147	142	100	528	340	67	315	346
ENSG00000042304	0	1	1	2	3	0	45.75	3	3
ENSG00000042317	13	686	280	139.08	565.85	347.08	221.17	265.13	219.05
ENSG00000042429	219	1258	1728	725	2679	1612	295	2016	1610
ENSG00000042445	712.24	1606.56	1034	606	2132.13	1465	238.77	987.66	1679
ENSG00000042493	426	1329	2151	715	2031	1357	134	927	1353
ENSG00000042753	521	1128	810	733	1714	1563	129	903	1021
ENSG00000042781	20	96	392	148	717	319	1966.99	155	15
ENSG00000042813	0	4	3	10	15	2	101	0	10
ENSG00000042832	229	598	1227	447	2049	663	1020	1524.7	178
ENSG00000042980	73	1242	2889	894	6207	2660	81	504	39
ENSG00000043039	15	5	8	1	130	3	117	17	3410
ENSG00000043093	31	954	727	297	1556	806	44	933	609
ENSG00000043143	1580	783	4088	2467	5518	13775	658	2716	2760
ENSG00000043355	1754	13	62	1030	925	4366	283	6933	121
ENSG00000043462	130	656	1815	651	2108.98	1216.99	190	447	265
ENSG00000043514	462	1272	641	543	1067	1904	110	737	757
ENSG00000043591	23	59	20	23	50	26	277	24	40
ENSG00000044012	0	0	0	0	0	0	11	0	0
ENSG00000044090	1542.86	9685.02	2102.18	2240.07	4566.39	5433.74	517.99	3327.23	3972.72
ENSG00000044115	3975	13102.21	9542	5112	17821.84	11586	658	13373	15398
ENSG00000044446	408.53	3939.84	1070.3	602.98	2343.24	3177.34	275.93	1606.4	2789.94
ENSG00000044459	408	2054	2288	1395	3879	1488	347	1363	1407
ENSG00000044524	23	153	320	109	2723	333	293	310	338
ENSG00000044574	2627	23202.95	9315.98	4595	12428.69	8723.86	287.15	9723.98	6069
ENSG00000046604	265	8864	3477	2548	7703	20463	338	3441	3359
ENSG00000046647	85	711	260	173	565	291	113	360	198
ENSG00000046651	777.97	6471.88	2964.99	2200.99	5452.08	2160.96	406	3377.94	4106.98
ENSG00000046653	45	410	229	131	791	137	182	300	265
ENSG00000046774	1	331	0	0	1	236	365	0	1
ENSG00000046889	31	595	625	205	3887	137	140	385	175
ENSG00000047056	612	919	1110	711	2089	1503	119	1799	1274
ENSG00000047188	667	3673	3574	2069	6753	4058	408	4229	3815
ENSG00000047230	297	1717	1143	516	2263	1165	56	933	1109
ENSG00000047249	700	2347	757	582	1644	809	84	1997	925
ENSG00000047315	613.35	4541.48	4052.86	2084.89	7196.22	5037.23	118.12	5392.47	2829.65
ENSG00000047346	194	2047.76	3932.28	1119.78	7244.66	1289.51	284.32	4320.15	1869.68
ENSG00000047365	84	993	2882	770	4689	1961	183	1412	1409
ENSG00000047410	2655.95	13526.84	23858.61	12349.92	34351.96	14701.36	684.47	25576.45	15566.99
ENSG00000047457	2	339.95	218.61	57.5	1068.82	4887.53	186.79	62.92	47.48
ENSG00000047578	1650.94	2351.86	1777.17	1452.48	4244.26	2640.33	421.72	3086.96	2765.5
ENSG00000047579	183	818	809	435	1304	934	423	707	1236
ENSG00000047597	8	637	154	103	148	3	299	115	78
ENSG00000047617	257	120	62	44	350	204	97	77	99
ENSG00000047621	87	1037	799	390	1211	3465	48	1348	491
ENSG00000047634	46	1399	220	290	894	566	122	191	211
ENSG00000047644	643	3442	2124	1779	4562	4793	585	2621	2078
ENSG00000047648	113	428	460	403	1542	93	794	189	110
ENSG00000047662	34.35	27.89	6.18	22.69	63.86	400.76	254.52	182.86	27.95
ENSG00000047849	3821	7963	13440	12791	32928	16894	1968	9798	9989
ENSG00000047932	215.52	1358.66	831.31	537.78	1802.84	764.82	97.54	1183.79	877.58
ENSG00000047936	0	1155.06	3	2	40	1	323.15	1	0
ENSG00000048028	148	2925	2521	1085	3243	9844	198	1154	2490
ENSG00000048052	21	913	23176	4303	16203	170	372	332	145
ENSG00000048140	306	934	779	412	916	1762	205	1143	706
ENSG00000048162	563.6	519.2	370.24	313.03	869.92	615.03	236.49	840.65	605.53
ENSG00000048342	64	573	784	687	3647	254	206	508	1305
ENSG00000048392	59	812	518	269	816	289	111	464	125
ENSG00000048405	274	2047	2691	1125	4462	2953	265	3351	1216
ENSG00000048462	16	16	303	27	222	15	54	8	51
ENSG00000048471	671.51	4381.64	2760.48	2320.47	6885.02	3309.22	368.65	2228.64	2088.81
ENSG00000048540	0	140	345	76	969	423	128	25	6055
ENSG00000048544	65	956.54	490.53	240.51	702.43	407.5	12.05	975.2	240.54
ENSG00000048545	2	4	4	0	4	1	53	6	7
ENSG00000048649	1104	3360	4244	3053.44	8456.3	3702	643	4950	4130
ENSG00000048707	3945	18635	20327	7704	39782	18173	1432	19291	17836
ENSG00000048740	126	2964	2021	946	4105	718	95	767	267
ENSG00000048828	11543.04	17692.41	10710.98	7262.81	22751.28	16127.49	694.12	28606.24	24419.99
ENSG00000048991	218	1212	846	494	1704	1439	125	1237	923
ENSG00000049089	551	135	653	1196	1980	5185	1093	1087	132
ENSG00000049130	28	208	202	286	559	545	14	135	26
ENSG00000049167	38	255	280	167	608	330	43.96	379	279
ENSG00000049192	21	154	188	246	1288	169	117	210	63
ENSG00000049239	569	1246	1518	1226	2962	2330	317	1895	2096
ENSG00000049245	149	753	683	464	1356	386	34	780	649
ENSG00000049246	64	1719.83	640.44	506.81	3120.22	820.86	327.55	747.21	2072.33
ENSG00000049247	0	2	5	0	7	2	39	0	1
ENSG00000049249	13	67	280	425	411	97	23	18	38
ENSG00000049283	1691.98	2599.99	55	50	343	396	308.21	992	796
ENSG00000049323	4780	4006	2105	3827	10038	14491	498	3774	3265
ENSG00000049449	981	4146.54	2311.79	1612.69	5268.6	1759.69	146.9	1986.25	1254.95
ENSG00000049540	1233	861	493	322	4171	301	1090	1077	892
ENSG00000049541	254	1250	503	397	990	1687	65	569	1388
ENSG00000049618	3767	8974	7549	5513	12863.95	12948	786	9629	30384
ENSG00000049656	1098	3753	2692	1341	2919	4467	276	2674	2977
ENSG00000049759	150	3656	688	382	1818	8599	311	1050	2680
ENSG00000049768	67	166	343	220	265	684	242	114	92
ENSG00000049769	606	200	233	206	687	944	728	480	688
ENSG00000049860	259	2551.17	1991.68	749.87	3230.84	1827.98	215.35	1474.61	822.66
ENSG00000049883	117	301.43	254	147	509.98	282	80.39	358.99	227
ENSG00000050030	9	12	19	333	390	467	875	379	806
ENSG00000050130	119.52	2012	622.82	302	1422.56	499	83.14	652	346
ENSG00000050165	500	1356	471	317	2084	460	380	996	639
ENSG00000050327	1350.7	1577.93	560.29	580.97	4208.31	3820.03	1708.21	3711.66	8815.5
ENSG00000050344	659.93	2118	9509.96	2391	13670.36	6658.02	390	3640	4348
ENSG00000050393	212	498	452	205	844	351	171	631	474
ENSG00000050405	3271	2533	6457	4414	16970	5556	473	8780	2268
ENSG00000050426	1152	1658	1332	1115	2451	2322	236	3476	1553
ENSG00000050438	149	505	148	128	278	116	249	150	388
ENSG00000050555	69	1773	4	23	200	210	272	28	908
ENSG00000050628	56	650	550	283	1854	33	382	299	14
ENSG00000050730	4	161	139	38	173	98	52	9	1
ENSG00000050748	207	1247	679	481	1555	928	100	938	863
ENSG00000050767	11	77	126	249	376	77	221	47	130
ENSG00000050820	1104.43	2024.76	535.77	499.9	2076.08	1529.35	560.29	1527.66	2762.03
ENSG00000051009	1347	2919	1559	1269	3182	3414	746	2809	2884
ENSG00000051108	401	1856	4706	1608	7094	1776	236	1772	1293
ENSG00000051128	801	1570	732	321	1847.61	1534	155	861.25	1239.97
ENSG00000051180	17	84	84	42	106	281	12	49	136
ENSG00000051341	250	1813	1295	577	1821	3161	362	1046	1295
ENSG00000051382	601	2107	1789	1327	3258	9274	132	2457	955
ENSG00000051523	3108	570	1673	817	2291	1389	150	3367	2630
ENSG00000051596	1370.78	1472.19	1185.66	1142.12	1858.32	1410.88	305.09	2439.78	1602.26
ENSG00000051620	271	1579	706	178	1674	944	118	1523	1382
ENSG00000051825	683	3089	3288	2401	4998	5200	259	4261	2992
ENSG00000052126	205	919	836	918	3391.01	2244	195	1671	1480
ENSG00000052344	794	1590	481	455	610	115	76	970	978
ENSG00000052723	108	830	431	210	687	455	121	424	419
ENSG00000052749	1633	807	1108	975	1340	3244	196	1422	2096
ENSG00000052795	290	2275	4236	1777	5834	2975	581	2192	2749
ENSG00000052802	54	889	635	153	972	726	38	860	1641
ENSG00000052841	1939	6336	7552	4085	14131	8553	567	10563	5959
ENSG00000052850	7	6	1	1	13	3	164	5	19
ENSG00000053108	103	516	376	96	373	653	272	283	31
ENSG00000053254	1946	1933	2718	1900	5863	1428	324	4890	5200
ENSG00000053328	3	83	31	8	142	34	73	28	9
ENSG00000053371	679.38	3277.46	979.99	861.59	1467.16	1176.81	158.24	2047.36	2850.9
ENSG00000053372	359	1124	689	507	746.84	886	83	1059	954
ENSG00000053438	67	35	26	11	124	83	16	48	102
ENSG00000053501	394	1076	536	361	1024	1006	142	940	1177
ENSG00000053524	25.11	526.8	336.88	181.49	910.57	301.42	259.59	170.95	429.66
ENSG00000053702	412.11	112.33	178.79	184.82	587.56	837.29	124	346.16	214.18
ENSG00000053747	91	2654	8094	1966	13224	14921	409	253	1933
ENSG00000053770	252	1358	882	353	1230	765	69	1753	669
ENSG00000053900	173	777	951	521	1555	801	116	1466	749
ENSG00000053918	2389.99	160	632	432.99	997.82	571	127.96	4345.99	1100
ENSG00000054116	799	1231	1024	784	1632	1489	270	1404	994
ENSG00000054118	5054	8946	10317	6806	16687.99	11070	633.66	13303	9885
ENSG00000054148	370	1006	1121	873	2740	857	74	1181	857
ENSG00000054179	59	990	25	14	139	27	110	176	463
ENSG00000054219	67.06	11237.16	1390.3	354.71	391.66	3816.36	262.57	499.91	321.69
ENSG00000054267	731.8	1185.3	3908.78	2150.82	6787.69	3173.18	239.2	4394.86	1871.04
ENSG00000054277	125.94	294.03	231.07	116.15	517.03	233.95	157.41	302.36	180
ENSG00000054282	628	995.94	1790.92	1204	3679.07	1551.74	137.72	2398.96	891
ENSG00000054356	6	5	2	15	77	3	149	13	35
ENSG00000054392	203	214	158	283	476	92	182	288	505
ENSG00000054523	1828	10976	4504	3066	9200	3581	940	6338	4097
ENSG00000054598	764.98	536	2285.93	892	6234.68	2167.84	344.44	3448	8240.9
ENSG00000054611	2125	2023	2593	3259	5771	5343	248	5510	3791
ENSG00000054654	6467	93489	34760	12579	52599	44482	1847	44232	80648
ENSG00000054690	832.2	1751.98	255.06	102.02	505.42	398.65	354.1	1292.68	661.09
ENSG00000054793	313	5292	555	478	1519	905	64	1213	3010
ENSG00000054796	0	1	0	0	0	0	30	0	0
ENSG00000054803	10	7	25	14	256	0	71	89	0
ENSG00000054938	10	5	41	35	403	29	99	17	3
ENSG00000054965	167	944	605	597	1826	666	43	533	745
ENSG00000054967	629	1430	2192	2207	4528	1685	492	986	985
ENSG00000054983	47	2354	1056	416	1908	698	260	902	533
ENSG00000055044	467	1780	1571	894	2644	1335	61	2649	1142
ENSG00000055070	75	51	35	32	134	42	22	58	53.89
ENSG00000055118	3600.99	583	374	761	477	26	486	5573	2551
